Application_mode,Course,Fathers_qualification,Mothers_qualification,Fathers_occupation,Mothers_occupation,Scholarship_holder,Tuition_fees_up_to_date,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
1st phase - general contingent,Nursing,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers, livestock keepers, fishermen, hunters and gatherers, subsistence",cleaning workers,No,Yes,7,12.401428571428571,6,11.808333333333332,Graduate
Technological specialization diploma holders,Agronomy,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,No,Yes,0,0.0,0,0.0,Dropout
Technological specialization diploma holders,Agronomy,Higher Education,Higher Education - Bachelor's Degree,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Unskilled Workers,No,Yes,4,10.8,4,12.0,Dropout
Change of course,Social Service (evening attendance),Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,No,Yes,8,11.0,6,10.833333333333334,Graduate
Over 23 years old,Social Service (evening attendance),Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Yes,Yes,3,12.333333333333334,3,11.666666666666666,Dropout
Over 23 years old,Management (evening attendance),Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,No,Yes,3,11.0,3,11.25,Dropout
1st phase - general contingent,Nursing,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Installation and Machine Operators and Assembly Workers,Intermediate Level Technicians and Professions,No,Yes,5,12.858,5,12.858,Graduate
1st phase - general contingent,Nursing,Secondary Education - 12th Year of Schooling or Eq.,Other - 11th year of schooling,Armed Forces Professions,"Personal Services, Security and Safety Workers and Sellers",Yes,Yes,5,14.06,7,11.242857142857142,Graduate
2nd phase - general contingent,Animation and Multimedia Design,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,Yes,Yes,0,0.0,0,0.0,Graduate
Change of course,Advertising and Marketing Management,Higher Education,Higher Education,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",No,Yes,4,13.75,5,12.6,Graduate
Change of course,Journalism and Communication,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",No,Yes,3,11.333333333333334,2,11.0,Dropout
1st phase - general contingent,Social Service,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,No,Yes,5,13.2,6,12.666666666666666,Graduate
1st phase - general contingent,Advertising and Marketing Management,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",No,Yes,3,11.333333333333334,4,11.0,Dropout
Over 23 years old,Management (evening attendance),Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,No,Yes,0,0.0,0,0.0,Dropout
1st phase - general contingent,Advertising and Marketing Management,Other - 11th year of schooling,Other - 11th year of schooling,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",No,Yes,6,14.625,6,14.142857142857142,Graduate
1st phase - general contingent,Nursing,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Fixed plant and machine operators,Intermediate level science and engineering technicians and professions,No,Yes,4,13.375,6,12.116666666666667,Graduate
1st phase - general contingent,Management,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,Yes,Yes,4,11.0,4,13.857142857142858,Graduate
Change of course,Journalism and Communication,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",No,Yes,0,0.0,3,11.0,Dropout
2nd phase - general contingent,Advertising and Marketing Management,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,Yes,Yes,6,13.285714285714286,5,14.6,Graduate
1st phase - general contingent,Nursing,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education,Installation and Machine Operators and Assembly Workers,Administrative staff,No,Yes,5,11.716666666666669,5,13.7,Graduate
1st phase - general contingent,Communication Design,Higher Education - Master's,Higher Education,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,No,Yes,6,12.333333333333334,6,12.833333333333334,Graduate
2nd phase - general contingent,Management,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Workers in Industry, Construction and Craftsmen",Administrative staff,No,Yes,5,12.6,4,11.0,Graduate
Over 23 years old,Agronomy,Higher Education,Higher Education,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,No,No,6,14.333333333333334,6,12.833333333333334,Graduate
1st phase - general contingent,Advertising and Marketing Management,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,No,Yes,3,12.0,2,11.0,Dropout
Over 23 years old,Management,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Installation and Machine Operators and Assembly Workers,Unskilled Workers,No,Yes,3,13.333333333333334,5,12.2,Dropout
Over 23 years old,Veterinary Nursing,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Yes,Yes,3,11.666666666666666,2,11.333333333333334,Dropout
Over 23 years old,Management (evening attendance),Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,No,Yes,2,10.5,3,11.0,Dropout
Change of course,Social Service (evening attendance),Unknown,Unknown,Student,Student,No,Yes,5,13.0,4,12.5,Dropout
Over 23 years old,Management,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Armed Forces Professions,Unskilled Workers,No,Yes,4,14.5,5,13.0,Dropout
Change of course,Management (evening attendance),Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",No,Yes,6,10.666666666666666,9,11.333333333333334,Graduate
Change of institution/course,Management,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Armed Forces Professions,Unskilled Workers,No,Yes,15,11.8,12,11.666666666666666,Graduate
Over 23 years old,Social Service (evening attendance),Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,No,Yes,5,12.333333333333334,4,11.5,Dropout
Change of course,Social Service,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",No,Yes,8,11.0,5,11.2,Graduate
Over 23 years old,Management (evening attendance),Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",No,Yes,4,11.25,5,12.0,Graduate
Change of course,Management (evening attendance),Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Installation and Machine Operators and Assembly Workers,Unskilled Workers,No,Yes,11,11.5,12,11.4375,Graduate
Over 23 years old,Social Service (evening attendance),Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,Yes,Yes,6,10.666666666666666,5,11.8,Graduate
Over 23 years old,Social Service (evening attendance),Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,No,Yes,4,13.25,0,0.0,Dropout
1st phase - general contingent,Nursing,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,No,Yes,1,13.67,1,13.67,Dropout
Over 23 years old,Management (evening attendance),Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,No,Yes,4,11.0,4,10.75,Dropout
Over 23 years old,Oral Hygiene,Higher Education,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,No,Yes,7,12.428571428571429,8,12.3,Graduate
Over 23 years old,Advertising and Marketing Management,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,No,Yes,5,11.4,3,12.333333333333334,Dropout
2nd phase - general contingent,Nursing,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Master's,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Specialists in Intellectual and Scientific Activities,No,Yes,0,0.0,0,0.0,Dropout
1st phase - special contingent (Azores Island),Veterinary Nursing,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,No,Yes,3,12.0,4,13.0,Graduate
Change of course,Basic Education,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",No,Yes,4,12.25,4,11.5,Dropout
1st phase - general contingent,Tourism,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,No,Yes,4,11.75,5,11.2,Graduate
2nd phase - general contingent,Management,Higher Education,Higher Education,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,No,Yes,4,11.0,4,11.5,Graduate
Over 23 years old,Nursing,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education,"Personal Services, Security and Safety Workers and Sellers",Specialists in Intellectual and Scientific Activities,No,Yes,7,12.714285714285714,7,12.714285714285714,Graduate
2nd phase - general contingent,Management,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,Yes,Yes,2,10.0,4,11.75,Dropout
1st phase - general contingent,Journalism and Communication,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities,No,Yes,6,12.571428571428571,6,12.571428571428571,Graduate
2nd phase - general contingent,Nursing,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,No,Yes,6,13.39,7,12.757142857142856,Graduate
1st phase - general contingent,Veterinary Nursing,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,No,Yes,3,12.333333333333334,4,10.25,Dropout
Transfer,Management,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Higher Education,"Personal Services, Security and Safety Workers and Sellers",Specialists in Intellectual and Scientific Activities,No,Yes,2,11.5,3,10.857142857142858,Dropout
1st phase - general contingent,Journalism and Communication,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",No,Yes,6,15.0,6,14.0,Graduate
1st phase - general contingent,Nursing,Higher Education,Higher Education - Bachelor's Degree,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",No,Yes,5,12.32,5,11.9,Graduate
1st phase - general contingent,Advertising and Marketing Management,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Yes,Yes,6,11.333333333333334,4,10.571428571428571,Graduate
Over 23 years old,Informatics Engineering,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,No,Yes,4,12.0,3,13.666666666666666,Dropout
